name,city,province,latitude,longitude,state_name,population
Taco Bell,New Berlin,WI,42.979915,-88.107731,Wisconsin,40270
Taco Bell,Baltimore,MD,39.35722,-76.70409,Maryland,2201673
McDonald's,Del Mar,CA,32.98055,-117.2498,California,3903
Portillo's,Oak Lawn,IL,41.720820685,-87.723218915,Illinois,56861
Taco Bell,Palmdale,CA,34.558357,-118.082841,California,164634
Sonic Drive-in,Atoka,TN,35.4479,-89.7839,Tennessee,10385
McDonalds,Miami,FL,25.78383,-80.33324,Florida,6391670
Taco Bell,Mckinney,TX,33.16837,-96.66253,Texas,210600
Subway,Central Point,OR,42.37791,-122.89905,Oregon,19216
Taco Bueno,Sachse,TX,32.971155713,-96.602590084,Texas,30491
Pollo Tropical,Tampa,FL,27.9964,-82.4964,Florida,2957531
Subway,Tustin,CA,33.76012,-117.82781,California,78981
McDonald's,Phoenix,AZ,33.429745,-112.065704,Arizona,4121103
Subway,Vancouver,WA,45.596051,-122.478055,Washington,195300
Vista Drive In,Manhattan,KS,39.198247,-96.562861,Kansas,54239
Pizza Hut,Oakland,TN,35.227207,-89.52428,Tennessee,9979
Wendy's,Cadiz,OH,40.2834,-80.99969,Ohio,2988
Taco Bell,Atlantic City,NJ,39.36215,-74.43049,New Jersey,38632
Hardee's,Knightdale,NC,35.7978,-78.4881,North Carolina,20214
Chicken Express,Dallas,TX,32.89799,-96.76823,Texas,5968322
Wendy's,West Palm Beach,FL,26.723657,-80.080533,Florida,122290
McDonald's,Minneapolis,MN,45.175774915,-93.276940584,Minnesota,2937866
Subway,Medicine Lodge,KS,37.28123,-98.58707,Kansas,1578
Wendy's,Carlisle,PA,40.22956,-77.14378,Pennsylvania,21852
Taco Bell,Sussex,WI,43.137894,-88.24371,Wisconsin,12066
McDonald's,Kingstree,SC,33.66311,-79.83327,South Carolina,3132
Pizza Hut,Boise,ID,43.589741,-116.26692,Idaho,448305
Bojangles' Famous Chicken 'n Biscuits,Greensboro,NC,36.10237896,-79.962239286,North Carolina,342060
Chick-Fil-A,Lafayette,IN,40.41827,-86.8355,Indiana,165110
Domino's Pizza,Roswell,NM,33.38014,-104.535873,New Mexico,47638
McDonalds,Henderson,TN,35.441,-88.63167,Tennessee,6411
Subway,Mercer Island,WA,22.776770767,-102.5977488,Washington,25307
SONIC Drive In,Mesa,AZ,33.43729,-111.73511,Arizona,511764
Round Table Pizza,Escondido,CA,33.1589,-117.10031,California,149668
Burger King,Batavia,OH,39.08025,-84.1467,Ohio,2794
Jimmy John's,Downers Grove,IL,41.805604,-88.041975,Illinois,50054
El Pollo Loco,Manteca,CA,37.79702,-121.1892,California,94158
Quiznos,Oak Grove,KY,36.668903,-87.442116,Kentucky,7962
Popeye's Louisiana Kitchen,Renton,WA,47.47329,-122.21831,Washington,105317
Wendy's,Butler,NJ,40.990722668,-74.337213361,New Jersey,8133
McDonalds,Sunbury,OH,40.26573,-82.92983,Ohio,8005
Arbys,Humble,TX,30.007505,-95.26738,Texas,16521
SUBWAY,Houston,TX,29.74454,-95.38819,Texas,6227666
Tom's Grill,Lombard,IL,41.8598,-88.012245,Illinois,43619
Domino's Pizza,Germantown,MD,39.180496,-77.26891,Maryland,90719
Yoshinoya,La Puente,CA,34.01908,-117.957344,California,37142
Taco Bell,Greenwood,SC,34.216366,-82.157499,South Carolina,22536
Subway,Dallas,TX,32.821872,-96.835889,Texas,5968322
Mcdonald's,Rock Hill,SC,34.901362255,-80.992155143,South Carolina,240159
Bojangles' Famous Chicken 'n Biscuits,Spartanburg,SC,35.021685,-81.896314,South Carolina,218799
Burger King,Denver,CO,39.73949,-105.000583,Colorado,2714768
McDonald's,Emmett,ID,43.863452,-116.500085,Idaho,8275
Carl's Jr.,Purcell,OK,35.0138,-97.3661,Oklahoma,6803
Sbarro,Albuquerque,NM,35.09882,-106.56853,New Mexico,765360
Subway - Bell's Ferry,Marietta,GA,33.980301436,-84.559237681,Georgia,62263
Burger King,Birmingham,AL,33.59672,-86.69415,Alabama,773997
Del Taco,Draper,UT,40.52626127,-111.887544393,Utah,50278
Taco Bell,Portage,MI,42.22503,-85.58994,Michigan,49259
Culver's,Tucson,AZ,32.220533,-110.831969,Arizona,890860
KFC,Mckinney,TX,33.168252497,-96.662697468,Texas,210600
Sbarro,Omaha,NE,41.2645,-96.06688,Nebraska,836740
Burger King,Dayton,OH,39.81561,-84.13058,Ohio,672634
Subway,Chicago,IL,41.91212,-87.68033,Illinois,8609571
Taco Bell,Winter Park,FL,28.596909,-81.30654,Florida,30274
Hardee's / Red Burrito,Newberry,FL,29.646247,-82.60576766,Florida,7865
McDonald's,Zachary,LA,30.64728,-91.14885,Louisiana,19952
Burger King,Marietta,GA,34.014508625,-84.554985781,Georgia,62263
Pizza Hut Wingstreet,Phoenix,AZ,33.49503,-112.09955,Arizona,4121103
Farmer Boys,Las Vegas,NV,36.083996,-115.208512,Nevada,2299189
Baja Fresh,Las Vegas,NV,36.27044,-115.26919,Nevada,2299189
Travelcenters of America,Bloomsbury,NJ,40.659239693,-75.074931485,New Jersey,841
Quiznos,Pontiac,MI,42.60659,-83.24896,Michigan,62104
D'Angelo Grilled Sandwiches,Chicopee,MA,42.201117596,-72.574102772,Massachusetts,55295
Sonic Drive In,Sulphur,LA,30.226723,-93.32627,Louisiana,20775
McDonald's,Tecumseh,OK,35.27401,-96.93102,Oklahoma,6332
KFC,Silverdale,WA,47.6592,-122.6867,Washington,20685
SUBWAY,Bell Gardens,CA,33.9707341,-118.1881565,California,38229
Del Taco,Las Vegas,NV,36.100601,-115.137315,Nevada,2299189
Hardee's,Adairsville,GA,34.37653,-84.91442,Georgia,4999
Wendy's,Slidell,LA,30.28935,-89.727316,Louisiana,90755
SONIC Drive In,Dacula,GA,34.00651,-83.91464,Georgia,7444
Burger King,Buffalo Grove,IL,42.154919,-87.960009,Illinois,42891
KFC,Mesa,AZ,33.379353341,-111.78501449,Arizona,511764
Wendy's,Kannapolis,NC,35.479738,-80.612037,North Carolina,57890
McDonald's,Spring,TX,30.02242,-95.522353,Texas,68580
McDonalds,San Antonio,TX,29.6424,-98.49004,Texas,2096390
Mcdonald's,Pea Ridge,AR,36.44378,-94.11675,Arkansas,8108
Fitness 19,Minneapolis,MN,45.18345193,-93.238387432,Minnesota,2937866
Wendy's,Las Vegas,NV,36.1964,-115.24796,Nevada,2299189
Taco Bell,Llano,TX,30.75992,-98.67917,Texas,3494
Burger King,Kennesaw,GA,34.055448299,-84.557136412,Georgia,34605
Taco Cabana,Albuquerque,NM,35.072178,-106.53455,New Mexico,765360
Burger King,Griffin,GA,33.24684,-84.26603,Georgia,23761
Arby's,Norman,OK,35.21827,-97.47938,Oklahoma,129672
Taco Bell,Springfield,MO,37.241221,-93.307915,Missouri,300073
Church's Chicken,Macon,GA,32.8407,-83.6428,Georgia,156578
Burger King,Grand Rapids,MI,43.002927,-85.653087,Michigan,622168
Jimmy John's,Howell,MI,42.621448,-83.924943,Michigan,10021
Sonic,La Porte,TX,29.663423,-95.019624,Texas,36730
McDonald's,Sandy,UT,40.559799,-111.85379,Utah,94291
Kfc,Denver,CO,39.77365551,-104.807567194,Colorado,2714768
Burger King,Tampa,FL,28.0696,-82.4275,Florida,2957531
Arby's,Shreveport,LA,32.4026,-93.8056,Louisiana,276074
Quiznos,Huntsville,AL,34.71169,-86.587452,Alabama,368074
McDonald's,Albany,OR,44.62285,-123.11072,Oregon,65601
Royal Buffet,Cranston,RI,41.7941,-71.4442,Rhode Island,83250
Wendy's,High Point,NC,35.90224586,-79.951976,North Carolina,175377
McDonald's,Watkins Glen,NY,42.38316,-76.86444,New York,1725
SONIC Drive In,Cedar Park,TX,30.53501,-97.77971,Texas,78301
Taco Bell,Elk Grove Village,IL,42.00565,-87.96012,Illinois,31987
Wendy's,Howell,MI,42.589401,-83.881319,Michigan,10021
Church's Chicken,Indianapolis,IN,39.8277,-86.0095,Indiana,1767321
Blimpie,Columbia,SC,34.030589,-81.092921,South Carolina,610536
Taco Bell,Pasadena,TX,29.6905,-95.2087,Texas,149433
El Pollo Loco,Moreno Valley,CA,33.93909,-117.23017,California,211666
KFC,Conyers,GA,33.646435,-84.013689,Georgia,18512
Cousins Subs,Indianapolis,IN,39.85146,-86.26289,Indiana,1767321
Jack in the Box,East Wenatchee,WA,47.406,-120.2818,Washington,14199
Lanesplitter Pizza & Pub,Berkeley,CA,37.868595,-122.29171,California,120257
White Castle,Schererville,IN,41.49117,-87.47151,Indiana,29701
Kfc,Harrisonville,MO,38.664761979,-94.367440625,Missouri,9970
Burger King,Belvidere,IL,42.268871,-88.85403,Illinois,24752
World Wrapps,Corte Madera,CA,37.927674,-122.517093,California,10077
McDonald's,Bronx,NY,40.8465,-73.89353,New York,1472654
Subway,Haines City,FL,28.125765,-81.64037,Florida,34234
McDonald's,Santa Ana,CA,33.72683,-117.88889,California,312534
McDonald's,Tulsa,OK,36.06216,-95.92155,Oklahoma,747529
McDonald's,North Olmsted,OH,41.4155,-81.9249,Ohio,31924
Hunam Garden,Spring,TX,30.074353,-95.411416,Texas,68580
Blimpie,Mesa,AZ,33.45229,-111.70267,Arizona,511764
Hardee's,Aiken,SC,33.526797,-81.721657,South Carolina,32521
Popeye's,San Antonio,TX,29.484400173,-98.404210373,Texas,2096390
McDonald's,Oxford,AL,33.601748574,-85.836473342,Alabama,22063
Boston Market,Reno,NV,39.483012,-119.790795,Nevada,466706
Wendy's,Denver,CO,39.711526,-105.013636,Colorado,2714768
Carl's Jr.,Fresno,CA,36.845791,-119.790166,California,732197
McDonald's,Boynton Beach,FL,26.544197201,-80.091281533,Florida,81435
Jack in the Box,Midlothian,TX,32.47557,-96.98077,Texas,39356
SUBWAY,Houston,TX,29.948948,-95.4211,Texas,6227666
McDonald's,Black River Falls,WI,44.29361,-90.8296,Wisconsin,3546
Sonic Drive-In,Chesapeake,VA,36.81034,-76.2195,Virginia,252583
Chick-fil-A,Stockbridge,GA,33.5532,-84.2719,Georgia,35737
Subway,Westminster,MD,39.559098176,-76.989386675,Maryland,20445
Burger King,Phoenix,AZ,33.55324,-112.1087,Arizona,4121103
Jimmy John's,Tulsa,OK,36.10402,-95.91362,Oklahoma,747529
Wendy's,Kalamazoo,MI,42.3132,-85.5434,Michigan,215288
Burger King,Norfolk,VA,36.9553,-76.2531,Virginia,233596
McDonald's,Arvada,CO,39.84221112,-105.08266284,Colorado,122634
Burger King,Anderson,IN,39.476561517,-0.405507355,Indiana,80597
Rally's,Naples,FL,26.211678,-81.77241,Florida,19704
Soulfish Grill,Richardson,TX,32.97504,-96.69975,Texas,118731
McDonald's,Vidor,TX,30.13231,-94.01631,Texas,9708
Whataburger,Fayetteville,AR,36.05674,-94.18792,Arkansas,408133
McDonald's,Tucson,AZ,32.265702,-110.94328,Arizona,890860
Burger King,Dallas,TX,32.79219,-96.69907,Texas,5968322
Taco Bell,Forest City,NC,35.33411801,-81.89239655,North Carolina,7363
Domino's Pizza,Missoula,MT,46.91097,-114.03594,Montana,90522
Del Taco,Yorba Linda,CA,33.8628,-117.7886,California,67170
Wendy's,Stephens City,VA,39.080783,-78.210771,Virginia,2393
Wendy's,Grand Rapids,MI,42.996,-85.5906,Michigan,622168
Chick-fil-a,Jasper,AL,33.85164446,-87.27187576,Alabama,14442
Kam's Chop Suey,Chicago,IL,41.743528184,-87.624058607,Illinois,8609571
Ziti's Italian Express,Boston,MA,42.35559,-71.06263,Massachusetts,4453352
McDonald's,Poplar Bluff,MO,36.766235,-90.41665,Missouri,16254
Wendy's,Mount Pleasant,MI,43.58627,-84.76675,Michigan,21236
Subway,Frederick,MD,39.392309,-77.40943,Maryland,195161
Rally's Springfield,Springfield,IL,39.786911748,-89.646232609,Illinois,157178
Taco Bell,Denver,CO,39.714041,-105.053514,Colorado,2714768
Subway,San Diego,CA,32.786835,-117.0975,California,3064435
Burger King,Jackson,OH,39.04259,-82.62883,Ohio,6231
Mcdonald's,Agoura Hills,CA,34.146732,-118.75966,California,19721
KFC,Coolidge,AZ,32.9961,-111.52327,Arizona,16636
Wendy's,Mount Olive,NC,35.2099,-78.0813,North Carolina,4453
Jimmy John's,San Antonio,TX,29.51585,-98.49926,Texas,2096390
McDonald's,Humble,TX,29.997707,-95.173234,Texas,16521
Subway,Roswell,GA,34.01691199,-84.310335619,Georgia,92621
Mcdonald's,Black River Falls,WI,44.293660516,-90.829639434,Wisconsin,3546
Wendy's,Phoenix,AZ,33.466112,-112.030642,Arizona,4121103
Chick-fil-A,Albany,GA,31.615919,-84.21923,Georgia,80684
Subway Sandwiches,Santa Ana,CA,33.770506527,-117.851750798,California,312534
McDonald's,Phoenix,AZ,33.47989,-112.25593,Arizona,4121103
Carl's Jr. / Green Burrito,Gardena,CA,33.873194849,-118.299493789,California,59422
McDonald's,Naperville,IL,41.70558,-88.20512,Illinois,150692
Chick-fil-a,Buford,GA,34.065147,-83.984764,Georgia,17997
Five Guys,Federal Way,WA,47.313908018,-122.309213876,Washington,99493
Rally's,Opelousas,LA,30.532887,-92.0818,Louisiana,15495
Checker's Drive-in Restaurant,Rock Island,IL,41.467352431,-90.544850481,Illinois,36151
Taco Bell,Blue Ridge,GA,34.87743,-84.30003,Georgia,1323
Subway,Calhoun City,MS,33.840775,-89.31781,Mississippi,1745
Five Guys,Las Vegas,NV,36.11562,-115.13811,Nevada,2299189
McDonald's,Anderson,SC,34.579539,-82.71395,South Carolina,30051
Arby's,Mocksville,NC,35.92071,-80.58745,North Carolina,6068
McDonald's,Riverside,CA,33.90811,-117.43627,California,2333040
Carl's Jr.,Draper,UT,40.52533,-111.88873,Utah,50278
Arby's,Everett,WA,47.911343,-122.218835,Washington,111845
Wendy's,Martinsburg,WV,39.46978595,-77.955143451,West Virginia,18904
McDonald's,Duluth,GA,33.976677,-84.092219,Georgia,32426
Auntie Anne's,Somerset,PA,39.999680669,-79.046046691,Pennsylvania,5944
Taco Bell,Tecumseh,KS,39.019531693,-95.509060045,Kansas,457
Grandy's,Hobbs,NM,32.720593,-103.142458,New Mexico,40252
KFC,Green Bay,WI,44.488697809,-88.066047811,Wisconsin,222170
Burger King,El Paso,TX,31.829993825,-106.528361504,Texas,866309
McDonald's,Franklin,VA,36.666853,-76.956055,Virginia,8250
McDonald's,Los Angeles,CA,34.05975,-118.17336,California,11984083
Wendy's,New Brunswick,NJ,40.5026,-74.4517,New Jersey,56345
Wendy's,San Diego,CA,32.9364,-117.10878,California,3064435
Taco Bell,Dallas,TX,32.7926,-96.700431,Texas,5968322
El Pollo Loco,Huntington Beach,CA,33.716553,-118.00621,California,195240
Krystal,Mcminnville,TN,35.698814,-85.78028,Tennessee,13844
Wendy's,Fort Collins,CO,40.57458,-105.101506,Colorado,336364
Pizza Hut,San Diego,CA,32.792343,-117.09891,California,3064435
Subway,Kansas City,KS,39.10035,-94.6493,Kansas,155135
Taco Bell,El Cajon,CA,32.802064,-117.004318,California,104449
McDonald's,Neenah,WI,44.142044,-88.520979,Wisconsin,27336
Domino's Pizza,Wickenburg,AZ,33.971893,-112.7235,Arizona,8059
Wendy's,Wayne,WV,38.255191,-82.432646,West Virginia,1675
El Pollo Loco,Stockton,CA,38.020507,-121.293322,California,410053
Ll Hawaiian Barbecue,Thousand Oaks,CA,34.181656,-118.87598,California,207637
Taco Bell,Clearwater,FL,27.89322,-82.681607,Florida,117247
Golden Chick,Fort Worth,TX,32.68184,-97.462234,Texas,963194
Taco Bell,Fenton,MI,42.79021,-83.73563,Michigan,11906
Carl's Jr. / Green Burrito,Las Vegas,NV,36.130119665,-115.137300343,Nevada,2299189
Maui Tacos,Lahaina,HI,20.877234,-156.678607,Hawaii,10162
Dairy Queen,Columbus,OH,39.96292,-82.88604,Ohio,1635039
Subway,San Jose,CA,37.261406,-121.87566,California,1827643
Dairy Queen,Norcross,GA,33.968101,-84.194945,Georgia,18007
Wendy's,Valdosta,GA,30.90909,-83.26376,Georgia,79120
Taco Bell,Dallas,TX,32.863738,-96.895962,Texas,5968322
Jack in the Box,Boise,ID,43.61985,-116.29537,Idaho,448305
Taco Bell,Riverside,IL,41.847244003,-87.809601602,Illinois,9039
Checker's Hamburgers,Lake Charles,LA,30.227922514,-93.179819136,Louisiana,153662
McDonald's,York,SC,34.986626,-81.224088,South Carolina,8969
Mcdonald's,Wilson,NC,35.742939752,-77.92388443,North Carolina,48370
McDonald's,Bridge City,TX,30.023464,-93.843566,Texas,9640
Carl's Jr / Green Burrito,Rancho Cucamonga,CA,34.120251025,-117.557956904,California,175411
Taco Bell,Rock Springs,WY,41.577813,-109.251495,Wyoming,23127
Hardee's,Richmond,VA,37.563,-77.4695,Virginia,1098457
Sonic Drive-In,Omaha,NE,41.25956,-96.03187,Nebraska,836740
Wendy's,Gurnee,IL,42.385357,-87.965696,Illinois,30510
Jack in the Box,Granite City,IL,38.702421,-90.143715,Illinois,26549
Wendy's,Minneapolis,MN,44.99913,-93.285294,Minnesota,2937866
Carl's Jr / Green Burrito,Anaheim,CA,33.850927718,-117.85658122,California,344521
Burger King,Olean,NY,42.076978,-78.463864,New York,13738
McDonald's,Plainfield,IN,39.672354,-86.369288,Indiana,36369
Mcdonald's,League City,TX,29.450813637,-95.078258856,Texas,116215
Taco Time,Meridian,ID,43.597536,-116.391947,Idaho,130138
Arby's,Macon,GA,32.8705,-83.7029,Georgia,156578
Subway,Mooresville,NC,35.582983,-80.874128,North Carolina,52381
McDonald's,Conyers,GA,33.643153457,-84.015102828,Georgia,18512
McDonald's,Enid,OK,36.4194,-97.893,Oklahoma,50653
Frugal's,Auburn,WA,47.29272,-122.21165,Washington,85676
KFC,Clare,MI,43.838090059,-84.768904874,Michigan,3324
Burger King,Aurora,IL,41.77516,-88.31414,Illinois,179898
Jimmy John's,Portland,OR,45.52292,-122.69021,Oregon,2115140
Jack in the Box,Houston,TX,29.770076,-95.409761,Texas,6227666
Subway,Pikesville,MD,39.364115,-76.71312,Maryland,33524
SUBWAY,Tempe,AZ,33.38315,-111.96472,Arizona,188065
Taco Bell,Mount Vernon,OH,40.401344,-82.452076,Ohio,17052
Quiznos,Aurora,CO,39.65136,-104.76955,Colorado,394432
KFC,Alexandria,VA,38.7531,-77.0828,Virginia,156976
Rafael's,Manchester,TN,35.459637,-86.05776,Tennessee,12944
Boston Market,Fort Worth,TX,32.663511,-97.402497,Texas,963194
Taco Bell,Indianapolis,IN,39.78808,-86.2187,Indiana,1767321
Burger King,Tampa,FL,27.9454,-82.5218,Florida,2957531
Whataburger,Mesa,AZ,33.407684,-111.77156,Arizona,511764
Crown Fried Chicken,Philadelphia,PA,40.07355,-75.15857,Pennsylvania,5782653
Checkers,Lake Charles,LA,30.19857,-93.2144,Louisiana,153662
Domino's Pizza,Sun City,AZ,33.5969,-112.27175,Arizona,37486
Taco John's,Forest Lake,MN,45.27914,-93.0085,Minnesota,20729
Dominos Pizza,Portland,OR,45.446733804,-122.629705075,Oregon,2115140
Wendy's,Marion,OH,40.580878,-83.098427,Ohio,35669
Burger King,Perry,GA,32.470969,-83.743028,Georgia,23001
Subway,Akron,OH,41.136883,-81.547741,Ohio,537241
Wienerschnitzel,Lake Elsinore,CA,33.69176,-117.34127,California,72461
Wendy's,Salt Lake City,UT,40.76066,-111.89805,Utah,1183003
Taco John's,Duluth,MN,46.79998,-92.12545,Minnesota,119372
McDonald's,Haymarket,VA,38.81435,-77.641457,Virginia,1580
Capriotti's Sandwich Shop,Las Vegas,NV,35.98352204,-115.1902164,Nevada,2299189
Taco Bell,Hayward,CA,37.682954,-122.088618,California,158801
White Castle,Chicago Ridge,IL,41.699154,-87.79765,Illinois,14099
Carl's Jr.,Laguna Niguel,CA,33.397996,-117.5936,California,64139
Domino's Pizza,Chicago,IL,41.80593,-87.665,Illinois,8609571
Garden Fast Food,Riverdale,IL,41.656711,-87.597592,Illinois,10340
KFC,Haleyville,AL,34.2279,-87.6223,Alabama,4271
Burger King,Athens,GA,33.99426,-83.33705,Georgia,143681
Chick-Fil-A,Kansas City,MO,39.03454,-94.58097,Missouri,1714910
KFC,Wooster,OH,40.80367,-81.93504,Ohio,26971
McDonald's,Findlay,OH,41.05858,-83.66331,Ohio,40287
Taco Bell,Indianapolis,IN,39.76434,-86.32391,Indiana,1767321
Hardee's,Mcdonough,GA,33.481957,-84.215095,Georgia,30947
KFC,El Paso,TX,31.7789,-106.4505,Texas,866309
Domino's Pizza,Gardena,CA,33.886524,-118.326492,California,59422
McDonald's,Tomball,TX,30.090093,-95.631498,Texas,13655
McDonald's,Oregon City,OR,45.33488,-122.58982,Oregon,37755
Subway,Washington,DC,38.907268,-76.99857,District of Columbia,5230370
McDonalds,Littleton,CO,39.56008,-104.90544,Colorado,44710
Hardee's / Red Burrito,Cross City,FL,29.63797172,-83.13565911,Florida,1955
Burger King,Los Angeles,CA,34.040253,-118.29212,California,11984083
Raising Cane's Chicken Fingers,Lawrence,KS,38.93967,-95.26107,Kansas,97387
Subway,Vista,CA,33.19173,-117.22917,California,99114
Popeyes Louisiana Kitchen,Cleveland,OH,41.50128,-81.63979,Ohio,1695555
Froots,Austin,TX,30.39625,-97.71994,Texas,1940039
SONIC Drive In,Tallahassee,FL,30.533239,-84.362859,Florida,260687
McDonalds,Mobile,AL,30.648956,-88.158899,Alabama,316714
Burger King,Nashville,TN,36.07458,-86.92275,Tennessee,1201962
Burger King,Jackson,MI,42.19685,-84.379676,Michigan,80503
Jack in the Box,Greenville,SC,34.803618,-82.375519,South Carolina,402612
Burger King,Greenville,OH,40.11533,-84.62182,Ohio,12741
Taco Bell,Fort Worth,TX,32.665425,-97.280329,Texas,963194
Burger King,Corning,CA,39.92716,-122.197586,California,8155
El Pollo Loco,Los Angeles,CA,34.073832,-118.217743,California,11984083
Mcdonalds,Youngstown,OH,40.9884,-80.6352,Ohio,313898
Hardee's,Waldo,FL,29.79426,-82.167189,Florida,1303
Bojangles' Famous Chicken 'n Biscuits,Waynesville,NC,35.524332,-82.984872,North Carolina,10502
Taco Bell,New Rochelle,NY,40.912866,-73.775738,New York,82769
Luxor Food Court,Las Vegas,NV,36.095580281,-115.175926709,Nevada,2299189
Burger King,Salinas,CA,36.721947,-121.663574,California,173715
Burger King,Charleston,WV,38.31285,-81.56738,West Virginia,137865
Jimmy John's,Decatur,GA,33.77579,-84.30142,Georgia,24518
Burger King,Clio,MI,43.177574,-83.764992,Michigan,2185
Burger King,Brunswick,GA,31.169169,-81.474851,Georgia,68845
Subway,Norfolk,VA,36.87005,-76.29679,Virginia,233596
Sonic Drive In,Lewisville,TX,33.045636,-96.99378,Texas,131080
Popeye's Chicken & Biscuits,Jonesboro,AR,35.83019158,-90.669306823,Arkansas,80137
Jimmy John's,Casper,WY,42.84746,-106.26248,Wyoming,65842
Pizza Hut,North Las Vegas,NV,36.275661,-115.144085,Nevada,278595
Taco Bell,Mobile,AL,30.59093,-88.17005,Alabama,316714
Spangle's,Wichita,KS,37.693821,-97.262016,Kansas,519036
Subway,Arnold,MO,38.437065254,-90.377361967,Missouri,20956
Taco Time,Sandy,OR,45.3969,-122.26704,Oregon,12854
Wendy's,Pinellas Park,FL,27.840589284,-82.728211,Florida,53560
McDonald's,New Market,MD,39.385,-77.2567,Maryland,1603
Arby's,Marietta,GA,33.94628,-84.62269,Georgia,62263
KFC,Jenks,OK,36.0224,-95.9674,Oklahoma,27102
Pizza Hut,Long Beach,CA,33.775146,-118.151476,California,455548
McDonald's,Sterling,VA,39.024563,-77.424004,Virginia,32411
Mcdonald's,Selma,CA,36.57634,-119.631484,California,24659
Pizza Hut,Henderson,NV,36.0126,-114.96449,Nevada,332141
McDonald's,Madison,WI,43.032343,-89.45713,Wisconsin,470689
Dairy Queen,Malvern,OH,40.69121845,81.18815618,Ohio,1502
McDonald's,Dallas,TX,32.720472,-96.804816,Texas,5968322
Wendy's,Corbin,KY,36.8951,-84.1833,Kentucky,8246
SONIC Drive In,Tulsa,OK,36.16049,-95.92218,Oklahoma,747529
McDonald's,Winnie,TX,29.83397,-94.38535,Texas,3290
Jimmy John's,Wichita,KS,37.691,-97.2444,Kansas,519036
Wendy's,Lakeland,FL,28.04826,-81.90955,Florida,290540
Jack in the Box,National City,CA,32.669794,-117.09533,California,58893
McDonald's,Evansville,IN,38.154166,-87.551026,Indiana,204607
Whataburger,Pensacola,FL,30.47229,-87.21233,Florida,418489
Burger King,Culver City,CA,34.000393,-118.394884,California,39931
Krystal,Gainesville,GA,34.2901,-83.8334,Georgia,184237
Taco Bell,Wauseon,OH,41.568499,-84.13448,Ohio,7505
Taco Bell,Albuquerque,NM,35.131034983,-106.49843495,New Mexico,765360
Taco Bell,Joplin,MO,37.06202,-94.51417,Missouri,89808
Subway Guitars,Berkeley,CA,37.8774413,-122.2757868,California,120257
Subway,Oklahoma City,OK,35.49269,-97.49486,Oklahoma,1017828
Taco Bell,Essex,MD,39.310454,-76.470807,Maryland,40580
McDonald's,Williamston,SC,34.619,-82.4778,South Carolina,4170
Arby's,Oak Lawn,IL,41.691952,-87.739413,Illinois,56861
Taco John's,Evansville,IN,37.96235,-87.51804,Indiana,204607
Arby's,Rensselaer,IN,40.92449,-87.15528,Indiana,5573
McDonald's,Derwood,MD,39.12969405,-77.167475223,Maryland,1984
Bojangles' Famous Chicken 'n Biscuits,Knoxville,TN,35.9811,-84.09518,Tennessee,627090
McDonald's,Brooklyn,NY,40.730233783,-73.954221835,New York,2736074
Taco Bell,Pensacola,FL,30.456297,-87.298292,Florida,418489
Whataburger,Dallas,TX,32.88091,-96.87769,Texas,5968322
Subway,Helena,MT,46.589268,-111.971438,Montana,33639
Subway,Decatur,IL,39.84545,-88.97083,Illinois,80124
KFC,Kissimmee,FL,28.34485,-81.3645,Florida,470667
Bojangles' Famous Chicken 'n Biscuits,Tifton,GA,31.451335,-83.524973,Georgia,17210
McDonald's,Glendale,CA,34.142416,-118.236665,California,190748
McDonald's,Wyandotte,MI,42.19835,-83.14968,Michigan,24489
Burger King,Jacksonville,NC,34.74447,-77.37977,North Carolina,111529
Mcdonald's,Roanoke Rapids,NC,36.427636224,-77.633986473,North Carolina,14856
Taco Bell,Lawrenceville,GA,33.98788,-83.98449,Georgia,30954
Burger King,Birmingham,AL,33.49605,-86.8777,Alabama,773997
Burger King,Palco,KS,49.45753,7.80364,Kansas,197
Wendy's,Ahoskie,NC,36.272189,-76.97079,North Carolina,4764
McDonald's,Sweetwater,TN,35.59921,-84.51044,Tennessee,6532
Love's,Lexington,SC,33.923947643,-81.290525958,South Carolina,24585
Domino's Pizza,Irvine,CA,33.6768,-117.855,California,311690
SUBWAY,Tempe,AZ,33.351078,-111.961205,Arizona,188065
Sonic Drive-In,Shreveport,LA,32.44174,-93.86403,Louisiana,276074
Wendy's,Atlanta,GA,33.72514,-84.50685,Georgia,5298788
McDonald's,San Angelo,TX,31.46661,-100.44586,Texas,99674
Sonic Drive In,Searcy,AR,35.261572513,-91.745280985,Arkansas,23340
Burger King,Leesburg,FL,28.820187078,-81.776476861,Florida,171283
KFC,Glen Burnie,MD,39.17097,-76.6314,Maryland,72590
Wendy's,Phoenix,AZ,33.523997,-112.130433,Arizona,4121103
Cypress Best,Los Angeles,CA,34.086231416,-118.219102621,California,11984083
Arctic Circle,Caldwell,ID,43.64761,-116.66537,Idaho,66516
Wendy's,Lake Wales,FL,27.964,-81.625,Florida,16785
Sonic Drive In,Grand Prairie,TX,32.67275497,-97.0448571,Texas,201883
SONIC Drive In,Houston,TX,29.82835,-95.37684,Texas,6227666
KFC,Pauls Valley,OK,34.73944,-97.25932,Oklahoma,6062
Raising Cane's,Lexington,KY,38.040291331,-84.428224117,Kentucky,323725
Carl's Jr.,Las Vegas,NV,36.100356,-115.207135,Nevada,2299189
McDonalds,Simpsonville,SC,34.714012,-82.256163,South Carolina,26144
